,index,Sentiment,Text
1320,320,0,casting also horrible cause see really really bad actors period
1321,321,0,final word show real torture
1322,322,0,zillion times away reality
1323,323,0,watching washing machine twirling around wouldnt hurt eyes much show
1324,324,0,rating grade z note show bad even mother cast pull daughter show
1325,325,0,th century foxs road house quite silly noir implausible unmitigated bore movie
1326,326,0,full unconvincing cardboard characters blandly written edward chodorov also produced surprisingly directed jean negulesco one would expect great deal
1327,327,0,widmark character turns unintentionally comical
1328,328,0,losing marbles early proceedings totally implausible unconvincing
1329,329,0,isnt enough mess movie picture also marred constant use studio sets indoor exteriors
1330,330,0,whatever prompted documentary beyond
1331,331,0,serious spoilers movie huge disappointment
1332,332,0,many problems dont know start
1333,333,1,cast great
1334,334,1,steve martin delivers really funny performance middleaged upper class uptight white guy
1335,335,1,add betty white jean smart great cast everyone played parts really well
1336,336,0,movie makes lot serious mistakes
1337,337,0,first enough racial stereotypes racial jokes offend everyone
1338,338,0,movie littered overt racial slurs towards black cast members return whites depicted morons boobs
1339,339,0,putting race card aside lets look major flaw film destroy latifas character
1340,340,0,real plot
1341,341,0,wouldnt see movie free
1342,342,1,steamboat willie amazingly important film cinema history
1343,343,1,second appearance mickey mouse following silent plane crazy earlier year probably famous filmmostly groundbreaking
1344,344,1,dont yet hear mickey speak tons sound effects music throughout filmsomething take granted huge crowd pleaser
1345,345,1,however seeing short years amazed timeless film actually
1346,346,1,adorable seeing mickey playing turkey straw highly imaginative occasionally cruel way
1347,347,1,clever real crowdpleaserthis film still ranks among mickeys best films even wonderful years
1348,348,0,bipolarity ruthless thug one minute ruthless killer next minute luvs diaper commercial completely unconvincing
1349,349,0,im terribly disappointed film would receive many awards accolades especially far deserving works film
1350,350,1,original body soul masterpiece
1351,351,1,john garfield ann revere lilli plmer william conrad canada leeand filmed one greatest cinematographers ever grace screenjames wong howe
1352,352,0,dont think redeeming qualities remake
1353,353,0,may bad film ever made
1354,354,0,badwellits bad
1355,355,0,movie solid example bad plot bad idea way
1356,356,0,shame see good actors like thomerson james make living mess like
1357,357,0,thought bad
1358,358,0,films terrible credit version watchable
1359,359,0,lets start problemsthe acting especially lead professor bad
1360,360,0,script big flawed mess
1361,361,0,best example dumb writing established turn zombiestudents back humans removing necklace containing piece meteorite
1362,362,0,director paul matthews also wrotedirected weak monster movie grim clearly doesnt know pace films
1363,363,0,movie terribly boring places
1364,364,0,lighting awful
1365,365,0,film looks cheap bland
1366,366,0,one disappointing aspects lack notable gore
1367,367,0,convention never worked well past certainly doesnt work
1368,368,0,visual effects awful
1369,369,0,cg opening sequence space looked like could created microsoft slideshow gods sake
1370,370,0,explosion gas tanks end awful
1371,371,1,okay like consider fair critic ill give credit credits duethe creature effects actually pretty cool
1372,372,1,got ta love closeups slimy drooling teeth
1373,373,0,sum film breeders terrible cheaply made horror movie avoided like ebola virus
1374,374,0,recommended
1375,375,0,almost unbearable watch screen little charisma terrible comedic timing
1376,376,0,aside terrible lead film loads debits
1377,377,0,understand supposed cheap popcorn comedy doesnt mean completely insult intelligence writing incredibly hackneyed borders offensive
1378,378,0,lewis blacks considerable talent wasted incendiary unrestrained pg rating certainly wont allow
1379,379,1,films sole bright spot jonah hill look almost unrecognizable fans recent superbad due amount weight lost interim
1380,380,0,originality freshness first movie spent remake little else offer
1381,381,0,budget evidently limited
1382,382,0,reflected cast also belowpar script borrowed much earlier classic
1383,383,0,however decent acting action location work balance things
1384,384,0,filmiing less expansive
1385,385,0,failed convey broad sweep landscapes great part original
1386,386,0,generally lacked imagination
1387,387,0,recommended
1388,388,0,possible movie get worse
1389,389,0,plot keep going first place
1390,390,0,even women finally show sign improvement expected things happen time film might far asleep
1391,391,0,beware trashy cult movie trash period
1392,392,0,cant believe theres even sequel
1393,393,0,precisely giving bad review
1394,394,1,child truly enjoyed show proudly say enjoyed big time even classical wb cartoons
1395,395,1,tiny toons kept vibe delivered one popular funny underrated cartoons ever created
1396,396,1,memories murky say enjoyed every single episode product related show
1397,397,1,easily none cartoon made laugh tender way getting dark sitcoms oriented teenagers
1398,398,1,characters funny peculiarity true lead character
1399,399,1,every single character hilarious deserved called lead
1400,400,0,every element story top excessively phony contrived painful sit
1401,401,0,lines seem written fifteen year old though trying oh hard sound like fifteen year old would really um know well talk
1402,402,1,perabo nice energy level obviously comfortable front camera
1403,403,0,simply excuse something poorly done
1404,404,0,saw movie thought stupid movie
1405,405,0,even stupid thought idea volcano los angeles
1406,406,0,honest unbelievable nonsense foolish
1407,407,0,conclusion bother movie volcano los angeles nothing nonsense
1408,408,0,story line awful
1409,409,0,painful
1410,410,0,accents absolutely abysmal
1411,411,0,theres also enough hypocrisy film make vomit
1412,412,0,dont waste time watching rubbish nonresearched film
1413,413,1,believe pitch black done well
1414,414,1,characters interesting want find longer movie goes think people surprised doesnt make
1415,415,1,go watch
1416,416,0,omit watching
1417,417,1,funny
1418,418,0,rating
1419,419,1,characters interesting really care
1420,420,1,instant classic great soundtrack catchy song ending credits
1421,421,1,dont miss
1422,422,1,masterful piece filmmaking many themes simmering occasionally boiling warts study poets bohemian selfindulgent wartime years span aerial bombardments london outward tranquillity welsh coastal retreat borderlines friendship lust love dedication art experience versus practical concerns jealousy rivalry cowardice egotism versus heroism selfsacrifice
1423,423,1,mature subtle script suggests occasionally brings dramatic focus underlying tensions well served perfect performances apart odd inappropriate smiling keira knightley prone though perhaps direction time characters often mention
1424,424,1,exquisite visual composition moment inventive elegant use closeup camera angle lighting including pointillistic faux home movie footage wonder joy behold
1425,425,1,continuously beautiful look bertolucci relationships convincing narrative engaging masters work
1426,426,0,basic premise wasted since sidelined inexplicable focus documentary crew
1427,427,0,regardless film fails levels
1428,428,0,avoid costs
1429,429,1,saw film christmas great film
1430,430,1,thought errol flynn brilliant custer since become favourite actor
1431,431,1,acting alongside olivia de havilland brilliant ending fantastic
1432,432,1,always known errol flynn brilliant actor dads favourite actor grew watching films child
1433,433,1,wasnt watched film realised great actually
1434,434,1,ill give film
1435,435,0,know jim oconnor energetic nobody could much george well dull
1436,436,0,really didnt seem want hosting voiceovers monotonous didnt get involved guests
1437,437,1,lovely little thriller hitchcock lots nice shenanigans surrounding murdered spy kidnapped child nasty church foreign plot random taxidermists
1438,438,1,jimmy stewart ever great hero hitchcock story rips along cool climax embassy function lacks brooding menace hitchcocks black white lowbudget original
1439,439,1,nevertheless yet another wonderful film great masters stable
1440,440,1,say film excellently produced tops ratings typical sci fi film
1441,441,1,excellently produced one scifis best producers scot vandiver
1442,442,1,entertaining nonetheless
1443,443,1,campy sort film thats joy watch
1444,444,1,theres barely boring moment film plenty humorous parts
1445,445,1,cast always entertaining usual
1446,446,1,overall delight
1447,447,0,movie mindbendingly awful couldnt even created
1448,448,0,film lacks real scares tension medical terminology used throughout bit iffy say least say insulin dependant diabetic
1449,449,0,least said acting better
1450,450,1,movie excellent job revealing complexity task incredible challenges facing south africa
1451,451,1,believe every one see movie think people outside south africa understand past attempted truth reconciliation process
1452,452,1,nothing short magnificent photographycinematography film
1453,453,1,acting fantastic stories seamlessly woven together dogs splendid must rent view see
1454,454,1,dont afraid subtitles worth little aversion therapy
1455,455,1,excellent performance
1456,456,1,still good actors around
1457,457,1,also great directing photography
1458,458,1,true shakespear must shakespear fans
1459,459,1,macbeth jason connery moved tears final monolog brief candle outhe gave sphere moral decay dark forces human face makes interesting
1460,460,1,helen baxendale credible lady macbeth cheerfull times sometimes looks like naughty girl deadly taste blood evil
1461,461,1,love death decay shakespears lyrics one
1462,462,1,witty delightful adaptation dr seuss book brilliantly animated upas finest thoroughly deserving academy award
1463,463,1,special mention made superb music score sound effects integral element helping make memorable enjoyable cartoon
1464,464,1,however paul schrader indeed made film mishima superb complex
1465,465,1,also notable john baileys fine crisp beautifully colored cinematography great production design costumes eiko ishioka went memorable costumes coppolas dracula received well deserved oscar
1466,466,0,even allowing poor production values time format kind miniseries baaaaaad
1467,467,0,unless youre visually collect extant films austens work skip one
1468,468,1,watch however small consolations actresses playing annes sisters wonderful job roles
1469,469,0,good
1470,470,0,speaking music unbearably predictably kitchy
1471,471,0,film dropped ball
1472,472,1,stunning movie
1473,473,1,raw sublimely moving
1474,474,1,felt like gripping intelligent stage play without overly theatrical feeling one actually gets watching people stage plays everyones terror white lie escalating monstrous consequences
1475,475,1,main players mesmerising
1476,476,1,tom wilkinson broke heart end everyone elses judging amount fumbling hankies hands going faces among males females alike
1477,477,1,julian fellowes triumphed
1478,478,1,hes national treasure
1479,479,1,go see
1480,480,1,excellent film
1481,481,1,aerial scenes welldone
1482,482,1,also right balance war love
1483,483,1,film gives meaning phrase never history human conflict much owed many
1484,484,1,kris kristoffersen good movie really makes difference
1485,485,1,good film great director
1486,486,1,definitely one better documentaries seen looking family relationships marriage
1487,487,0,many continuity errors one user commented different cars garage joes glassesthe one got fact joes facial hair configuration seemed change scene scene
1488,488,1,great movie
1489,489,1,stars
1490,490,0,cant see movie inspiration anyone come overcome fear rejection
1491,491,0,bad actually worth seeing reason
1492,492,1,punishment park brilliant piece cinema
1493,493,1,shot southern california desert using patent faux documentary style watkins creates film like
1494,494,1,one peter watkins accessible films
1495,495,1,advise look
1496,496,1,wont regret
1497,497,1,highly recommended
1498,498,0,well keep thinking bad
1499,499,0,mediocre miserable hollow laughable predictable piece garbage
1500,500,0,case bad laughable
1501,501,0,bad performance plays angela bennett computer expert home time
1502,502,0,film nothing pretext show ridiculous action scenes
1503,503,0,awful
1504,504,0,still bad actress repeating robotic face moves pictures
1505,505,0,results well shame
1506,506,0,delete film mind
1507,507,0,one worst shows time
1508,508,0,show would begin smart ass ed comments would totally wall uncalled
1509,509,0,fat computer geek unbelievable bible thumper badass girl actors
1510,510,0,never heard except cole totally unbelievable part
1511,511,0,every time opened mouth expect hear see kids pulling plug mercy killing horrible show
1512,512,0,stories unbelievable actors
1513,513,0,lame would best way describe
1514,514,1,stanwyck morgan perfectly cast many ways modern equivalent dickens christmas carol sensibility
1515,515,1,success film depends casting sydney greenstreet alexander yardley character
1516,516,1,attractive set used throughout film eyepleasing gem
1517,517,0,im big fan rpg games movie disgrace selfrespecting rpger
1518,518,0,lines cuts audio everything wrong
1519,519,0,find better movies youtube
1520,520,0,top line dont waste time money one bad comes
1521,521,0,lassie movie put sleep forever
1522,522,0,thats id describe painfully dreary timewaster film
1523,523,0,mediocre every aspect becomes dull uninteresting mess one forgettable movies ive seen
1524,524,0,isnt even achievement sobaditsgood sobaditsmemorable movie
1525,525,0,empty hollow shell movie
1526,526,0,seriously worth wasting kids time
1527,527,0,avoid avoid avoid
1528,528,0,drive barking mad
1529,529,1,transfers good
1530,530,1,nice relaxing late night viewing
1531,531,1,movie full wonderful dancing hence title
1532,532,1,great music terrific scenery
1533,533,1,handles tough issues dignity grace course shocking spoiler
1534,534,1,happy wonderful feel good ending
1535,535,1,point journey journey touches every member family
1536,536,1,one movies need see whenever comes tvnever mind fact already memorized
1537,537,0,nothing new
1538,538,0,done second movie
1539,539,0,movie almost action scenes little comedy
1540,540,0,plot holes pair fishnet stockings direction editing astonishingly ham fisted
1541,541,0,earth irons film
1542,542,1,saw film recommend
1543,543,1,good plot holds complete attention acting superb tom wilkinson fantastic emily watson also good
1544,544,1,good film indeed great unconditional love
1545,545,1,tom wilkinsons character man prepared ordeal begin takes matter hand story progresses great actor gives performance makes feel characters anguish suffering
1546,546,1,emily watsons character strong give quick glance understand everything
1547,547,1,despite pans reviewers liked movie
1548,548,1,fact liked better interview vampire liked lestat stuart townsend better cruises attempt
1549,549,1,aailiyah pretty good akasha places compelling first entrance mini dance scene
1550,550,1,im big fan series mostly due anne rices style sensitivities treatments
1551,551,1,guess liked details dysfunctionhe believable
1552,552,0,football scenes end perplexing
1553,553,1,thought acting skilled
1554,554,1,meredith better right
1555,555,1,charming film wonderful sentiment heart
1556,556,1,rare filmmaker takes time tell worthy moral tale care love doesnt fall trap overly syrupy indulgent
1557,557,1,nine ten truly lovely film
1558,558,1,early film future goremeister lucio fulci good addition giallo subgenre
1559,559,1,one best italian thrillers early
1560,560,1,standout scene
1561,561,0,scene strong unpleasant
1562,562,1,technically film well made impressive camerawork solid acting effective music riz ortolani particularly good recurring unaccompanied female vocal sounds like coming distant hill
1563,563,1,still wild stuff though highly recommended fans giallo cinema
1564,564,1,movie interesting beginning end
1565,565,1,liked way dustin hoffmans character ready everything stay son
1566,566,1,movie also revealing
1567,567,1,personally think shows people learn find compromise self without involving people issue
1568,568,0,boring
1569,569,0,tired clichés lazy writing come thick fast
1570,570,1,ps scene movie cool central character finds room blown
1571,571,1,fresh subtle rather sublime effect
1572,572,1,italian reviewer called small great film thats right
1573,573,1,actors give wonderful performance especially jennifer rubin jamie harris changes nervous starlet beginning strange events part cool star
1574,574,1,learn lot real inside emotions people movie lot movie business
1575,575,1,movie movie situations beginning game played acting coach fascinating
1576,576,1,also music mark snow possibly best score ive ever heard
1577,577,1,wont forget movie
1578,578,0,film made
1579,579,0,film ultracheap look
1580,580,0,result film dont look right
1581,581,0,none engaging exciting
1582,582,0,plot nonsense doesnt interest slightest way uniqueness
1583,583,0,foreigner worth one second time
1584,584,1,saw child tv back stranger loved
1585,585,1,duet astronaut doctor beginning movie perfect exchange one considers movie made well cold war astronauts biggest fear crashed ussr
1586,586,1,movie awesome
1587,587,1,loved really scary
1588,588,1,love scream movies horror movies one ranks way
1589,589,1,want real scare rent one
1590,590,1,
1591,591,1,extraordinary film
1592,592,1,courtroom drama compelling indictment american justice system frightening
1593,593,1,film highlights fundamental flaws legal process discovering guilt innocence rather presents better court
1594,594,1,film well paced understated one best courtroom documentaries ive seen
1595,595,1,mostly routine factbased tv drama gets boost fine performance cole
1596,596,1,predictable bad watch
1597,597,1,clear range ability pull part
1598,598,1,carries movie well
1599,599,1,constantine gives everything right intensity seems good understanding underlying psychological motivations
1600,600,1,wonderful inspiring watch hope gets released video dvd
1601,601,0,piece trash ever released beyond acting story characters supposedly special effects etcits wrong
1602,602,0,fact stinker smells like directtovideo release
1603,603,0,avoid costs
1604,604,0,star trek v final frontier worst series
1605,605,0,acting involved includes like shatner nimoy bad washed making seem old look real life special effects tacky like spock rescue kirk jet pack falls mountain
1606,606,0,attempts humor pitiful story awful dosent bear thinking basically involves vulcan stealing enterprise find god seriously didnt care film oh mention uhura belly dance distract male guards
1607,607,0,place good film garbage
1608,608,0,worst one series
1609,609,1,editing editing film phenomenal opinion
1610,610,1,song could explain emotions subjects better jay adams unfortunate life subject talk song old man neil young played evokes many emotions
1611,611,1,cinematography film shot interesting way
1612,612,1,course footage grainy enhanced film
1613,613,1,film offers many delights surprises
1614,614,1,achille philippa beautifully sing duet giovanni perfectly describes situation movie appreciate subtle layers excellent film
1615,615,1,story unfolds th century jutland use period music played period instruments one fine touch
1616,616,1,share general loewenhielms exquisite joy partaking cailles en sarcophage even though watching movie wish small sample savor
1617,617,1,understated film leaves lasting impression
1618,618,1,warmth generates contrast austere backdrop
1619,619,1,leave theater wanting go dance stars
1620,620,1,acting youd expect cast top notch
1621,621,1,characters fleshed surprisingly well particularly grimes blake actors deliver sharply scripted lines right amount deadpan tongue cheek make dialogue hilarious realistic
1622,622,1,angus scrimm also turns good performance somewhat brief memorable role gently menacing violinplaying anatomist doctor quinn
1623,623,1,conclusion loved
1624,624,1,long time since entertained movie
1625,625,1,struggle find anything bad say
1626,626,1,mark words one cult films like evil dead phantasm people still discovering falling love years line
1627,627,1,pretty surprising wonderful film made hollywood generally collective heads sand concerning black white issues time
1628,628,1,film deserves strong kudos taking stand exceptional acting mostly lesserknown cast superintelligent script doesnt insult audience take easy way comes white racism
1629,629,1,plus movies rather modest budget fast running time amazing job
1630,630,1,juano hernandez exceptional actor played supporting roles many films era proud black man accused murdering white man south
1631,631,1,trumbull love lucy
1632,632,1,see kids chanceit open amazing dialog far race relations come last years
1633,633,1,see films
1634,634,1,year however reminded us huston still top game evinced faithful adaptation james joyces acclaimed novella dead
1635,635,1,feelings thoughtsgabriels discomfort danceall intangibles leap life come within viewers grasp hustons portrayal
1636,636,0,disappointed wondered could oscar shortlist
1637,637,0,slow
1638,638,0,lot holes plot theres nothing became emperor nothing spend years childhood mature age
1639,639,0,dont waste time
1640,640,0,end days one worst bigbudget action movies ive ever seen
1641,641,0,surely doesnt know make coherent action movie screenwriter air force one obliged write script big sum money
1642,642,0,one worst films ever seen
1643,643,0,im still trying get bad
1644,644,1,movie possibly one creative works horror ever
1645,645,1,everything could want suspense drama comedy confusing subplots native americans brain eating youre looking beall endall brainsucking movies look
1646,646,1,great sound effects impressive special effects cant recommend movie enough call nut think one best movies ever great character actors telly savalas peter boyle hour minutes sheer tedium melodrama horrible acting mess script sinking feeling good lord thinking lots holes script like bad two hour tv movie imagine every single one decisions made wrong dialogue atrocious acting beyond abysmal everything stinks trouble writing directing make impossible establish things make movie watchable like character story theme worse theres incredibly weak subplot thrown follows little band latterday mansonites go reporter whos working story anniversary killings dumb pointless complete waste time short dont bother movie wont spoil ending pretty amazing best scene movie end wont spoil ever indication writer directors ability meld two highly volatile temperaments seamless union creativity result powerhouse achievement made timely perhaps cultures disturbing fascination celebrity distorted interpretations fame film easily forgotten kevin spacey excellent verbal tsunami buddy ackerman totally believable great actor scripting subtle comedy unmatched movie recent years characters interesting even bit predictable highly recommended ages although younger set probably appreciate subtle references certainly appreciate one galley scene particular great movie also story acting weak around pm bought around pm started watch around pm fast forwarded remaining film see anything left watchable human brain wasnt either way sucks script horrendously stupid story starts fast absolutely suspense buildup slightest everything captain howdy says either laughable plain stupid hell kind crap theres plot holes could drive semi truck holes linda cardellini thing good film shes poised amazing dee snider plain sucks cant act one least scary villains ever seen cant write write damn movie sleep bored throughout whole damn thing acting sucks music sucks script sucks pacing sucks special fx suck directing sucks basically movie sucks film tries serious sophisticated thrillerhorror flick fails miserably probably one least effective utterly unoriginal films ever seen entire life piece cinematic garbage captured celluloid avoid costs rate film stinks funny fulci stayed giallo supernatural zombie movies avoid film costs dont know happened season five mess consistent thread holding series together amazing performances leni parker anita laselva two taelons quiet idealogical conflict movie really dislike one boring horror movies mainly starts slow centers boring atmosphere puppets look really cheesy good way like puppet master flicks story lame interesting never really explains sinister origins puppets arent death scenes like previous movies fx terrible felt asleep first time watched recommend insomniacs fact film wonderful heartwarming tale two people chasing dreams best part nurse betty unpredictability
1647,647,1,director neil labute uses brutal violence seperate dreams reality along touching drama hilarious comedy never tell going happen next
1648,648,0,otherwise dont even waste time
1649,649,0,one fails create real suspense
1650,650,0,killer dont expect anything original even remotely frightening
1651,651,1,however pretty good acting least type film
1652,652,0,im sorry really cant recommend anyone
1653,653,0,one boringpointless movies ever seen
1654,654,0,secondary plot line incomprehensible relation primary plot line mystifying
1655,655,0,hated
1656,656,0,one worst sandra bullock movie since speed quite bad
1657,657,0,dont understand garbage got shelves movie store even real movie
1658,658,0,highly doubt anyone could ever like trash
1659,659,0,moviemaking
1660,660,0,acting like watching wooden puppets moving around reading book thats bad
1661,661,0,warn youdo rent movie dumbest thing never seen
1662,662,1,saw short film hbo day absolutely loved
1663,663,1,didnt realize wonderful short really last two scenes
1664,664,1,excellent short film
1665,665,1,hopefully director james cox turn short feature length film cast win us whole new film
1666,666,0,agree jessica movie pretty bad
1667,667,0,characters onedimensional even good guys especially bad guys
1668,668,0,story line totally predictable
1669,669,1,much dialogue much music whole film shot elaborately aesthetically like sculpture
1670,670,0,ive seen soap operas intelligent movie
1671,671,0,bad characters bad story bad acting
1672,672,0,really awful
1673,673,0,easy watch
1674,674,1,funny clever hip like prays previous film hype
1675,675,1,long time didnt see charismatic actor screen
1676,676,1,paolo sorrentino written wonderful story loneliness tony built one unforgettable characters seen movies recent years
1677,677,1,movie completely perfect titta di girolamo stay long time vision movie
1678,678,1,rate movie
1679,679,1,know emilio estevezs directorial debut pacing interplay development characters well clever camera work surrounding character estevez plays suggest natural eye
1680,680,1,interplay martin emilio contains wonderful chemistry saw wall street martin charlie
1681,681,1,kathy bates wonderful characters subtle desperation escapism variation character play fields lord
1682,682,1,readers already seen one miyazakis films still top form made another worthwhile experience
1683,683,1,never condescends characters good genuine hearts believable problems
1684,684,1,two main characters may two believable children ever saw put screen
1685,685,1,easy love even easy identify
1686,686,1,movie greatespecially enjoy visual arts
1687,687,1,scenery two daughters paint photograph beautiful
1688,688,1,story also funny poignant times
1689,689,1,people like european films art movies like movie
1690,690,1,truly art movieit actually lot art
1691,691,1,go rent
1692,692,1,however finally watching film realized closed mind brilliance depicts also found watching
1693,693,1,one movie never ceases interest simply keeps alert try attempt decipher meanings
1694,694,1,brilliance indeed
1695,695,1,liked movies like matrix better yet sequels think youll appreciate thought provoking mindblowing experience film give
1696,696,1,think film like dream
1697,697,1,simply beautiful
1698,698,1,rickman stowe play roles hilt tale childrens book writer maybe written subversive tract
1699,699,1,gloriously fun fast paced fairly accurate portrayal night raver
1700,700,1,presents idyllic yet serious portrayal ups downs characters lives
1701,701,0,whatever avoid groove antithesis good human traffic
1702,702,0,bad everyone else involved didnt share crowes level dedication quality wed far better film hands subpar mess
1703,703,0,movie seemed little slow first
1704,704,1,picked speed got right point
1705,705,1,showed exactly government scientist argued humanity reasons gadget
1706,706,1,enjoyed
1707,707,1,recommended friends
1708,708,1,particularly pleased acting ability dwight schultz
1709,709,1,actors truly understand become particular character delivering convincing sincere performance
1710,710,1,onscreen chemistry critical entire film genuine
1711,711,1,films dialogue natural real life
1712,712,1,writer gorman bechard undoubtedly homework references industry characterage appropriate
1713,713,1,incredible soundtrack truly captures essence film
1714,714,1,track commands sentiment actually contributing scenes characters
1715,715,1,definitely worth seeing sort thought provoking film forces question threshold loneliness
1716,716,1,hayao miyazakis latest eighth film studio ghibili gake ue ponyo ponyo cliff sea wonderfully fun imaginative look childhood
1717,717,1,time seems film animation dominated disneypixars cgi masterpieces refreshing comforting know miyazaki still relying traditional handdrawn animation tell charming enchanting stories
1718,718,1,enough said remarkable animation film
1719,719,1,art style appearance crayonpencil drawings wonderfully colorful fanciful
1720,720,0,act film glad youre gon na drift away earth far possible
1721,721,0,one wants surf small wave space movies deep impact armageddon one fails everywhere
1722,722,0,havent choked vomit end cheap drama worthless dialogue youve must bored death waste time
1723,723,1,still makes super ending depicts great sea vessel taken mighty frost
1724,724,1,consider excellent story solid acting look film added bonuses
1725,725,0,instead got bore fest whiny spoiled brat babysitting
1726,726,1,watched two sundays ago march th began really enjoy time taped entire thing
1727,727,1,well acted done tv movie
1728,728,1,judith light one favorite actresses think superb job film
1729,729,1,keep watching
1730,730,1,sad movie good
1731,731,1,seen movie definitely recommend
1732,732,1,lovely usual cutie
1733,733,1,still quite interesting entertaining follow
1734,734,1,recommend confidence
1735,735,1,movie wellbalanced comedy drama thoroughly enjoyed
1736,736,1,riot see hugo weaving play sexobsessed gay real estate salesman uses clients houses trysts flaming darren tom hollander
1737,737,1,anyway plot flowed smoothly malebonding scenes hoot
1738,738,1,opening sequence gem classic cat n mouse games follow delight watch
1739,739,1,fans genre heaven
1740,740,1,lange become great actress
1741,741,1,looked like wonderful story
1742,742,0,never walked movie faster
1743,743,0,got bored watching jessice lange take clothes
1744,744,0,unfortunately virtue films production work lost regrettable script
1745,745,0,word embarrassing
1746,746,0,exceptionally bad
1747,747,0,insult ones intelligence huge waste money
